,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,marital_status,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,age,job_satisfaction,monthly_income
172,no,non-travel,research & development,3,2,medical,238,4,male,3,1, laboratory technician ,single,4,no,12,3,3,0,13,3,2,8,7,7,2.0,36,2,2088.0
173,no,non-travel,research & development,9,3,medical,239,3,male,3,2, laboratory technician ,divorced,1,no,11,3,3,2,12,0,3,12,9,6,3.0,30,1,3072.0
174,no,travel_rarely,sales,4,2,other,240,3,female,3,2, sales executive ,unknown,4,yes,11,3,1,1,9,3,4,5,4,0,3.0,45,1,5006.0
175,no,travel_rarely,research & development,8,3,life sciences,241,3,female,3,1, research scientist ,divorced,4,yes,18,3,3,1,19,3,3,2,2,2,2.0,56,1,4257.0
176,no,travel_rarely,research & development,2,3,life sciences,242,3,male,3,1, research scientist ,single,0,no,14,3,1,0,4,2,4,3,1,0,2.0,33,4,2500.0
177,yes,travel_rarely,unknown,2,3,life sciences,243,2,male,2,1, laboratory technician ,single,1,no,22,4,3,0,1,3,2,1,0,1,0.0,19,4,1102.0
178,no,travel_rarely,sales,1,2,marketing,244,2,female,3,3, sales executive ,divorced,1,no,25,4,3,3,24,2,3,24,13,15,7.0,46,1,10453.0
179,no,travel_rarely,research & development,9,2,life sciences,245,3,female,3,1, laboratory technician ,single,1,no,12,3,3,0,2,0,3,2,2,2,1.0,38,4,2288.0
180,no,travel_rarely,research & development,12,1,medical,246,3,female,3,1, research scientist ,married,8,yes,23,4,3,1,7,0,3,4,2,0,2.0,31,4,3929.0
181,no,travel_rarely,research & development,27,2,medical,247,4,female,3,1, research scientist ,single,2,no,15,3,4,0,9,3,3,3,2,1,2.0,35,2,2311.0
182,yes,non-travel,sales,20,2,marketing,248,2,female,3,1, sales representative ,single,1,yes,22,4,4,0,4,5,2,4,3,0,2.0,41,2,2860.4
183,no,travel_rarely,research & development,1,3,medical,249,3,male,2,1, laboratory technician ,married,2,no,15,3,4,1,5,2,2,3,2,0,2.0,50,3,3690.0
184,no,travel_rarely,research & development,13,2,medical,250,4,female,4,2, manufacturing director ,divorced,1,no,11,3,3,2,5,3,3,4,2,1,3.0,53,1,4450.0
185,no,travel_rarely,research & development,14,3,medical,252,4,female,3,1, research scientist ,unknown,1,no,13,3,4,1,8,5,3,8,7,1,6.0,33,2,2756.0
186,no,travel_rarely,research & development,4,1,medical,253,4,female,3,5, manager ,married,1,no,14,3,2,1,21,2,3,20,8,9,9.0,40,3,19033.0
187,no,travel_rarely,research & development,14,4,other,254,3,male,4,5, research director ,single,8,no,11,3,4,0,36,3,3,24,15,2,15.0,55,2,18722.0
188,no,travel_frequently,research & development,2,1,life sciences,256,4,male,2,2, manufacturing director ,unknown,1,no,17,3,3,0,10,2,2,10,9,1,9.0,34,3,9547.0
189,no,travel_rarely,research & development,3,3,medical,258,4,female,3,4, healthcare representative ,single,3,no,18,3,3,0,21,6,3,7,7,1,0.0,51,2,13734.0
190,no,travel_rarely,research & development,1,4,life sciences,259,3,male,2,5, manager ,married,0,no,14,3,1,1,34,5,3,33,18,11,9.0,52,3,19999.0
191,no,travel_rarely,research & development,9,3,medical,260,4,female,3,1, research scientist ,single,1,no,16,3,4,0,7,2,2,7,7,0,3.0,27,2,2279.0
192,yes,travel_rarely,research & development,23,2,life sciences,261,2,male,2,2, manufacturing director ,married,3,yes,13,3,1,0,8,1,3,1,0,0,3.0,35,3,5916.0
193,no,non-travel,research & development,7,3,medical,262,4,male,4,1, research scientist ,divorced,4,no,14,3,4,3,7,3,4,5,4,2,2.0,43,4,2089.0
194,no,non-travel,research & development,2,2,medical,264,1,male,2,4, manager ,unknown,9,no,23,4,4,1,22,1,3,20,8,11,8.0,45,4,16792.0
195,no,travel_rarely,research & development,21,3,life sciences,267,2,male,4,1, research scientist ,married,1,yes,12,3,1,1,8,3,2,8,7,1,7.0,37,1,3564.0
196,no,travel_frequently,research & development,2,3,medical,269,2,female,3,2, laboratory technician ,single,5,no,11,3,4,0,10,5,3,6,2,1,2.0,35,2,4425.0
197,no,non-travel,research & development,21,2,medical,270,3,female,3,2, manufacturing director ,divorced,2,no,16,3,2,1,11,5,3,5,3,0,2.0,42,3,5265.0
198,no,travel_rarely,research & development,2,4,life sciences,271,4,male,3,2, manufacturing director ,married,9,no,14,3,2,0,14,3,3,1,0,0,0.0,38,3,6553.0
199,no,travel_rarely,research & development,29,3,technical degree,273,4,male,3,2, manufacturing director ,married,3,no,18,3,1,1,9,3,1,7,7,1,7.0,38,4,6261.0
200,no,travel_frequently,research & development,1,1,technical degree,274,3,male,2,2, manufacturing director ,married,5,no,19,3,3,1,6,1,3,2,2,2,0.0,27,1,4298.0
201,no,non-travel,research & development,18,4,other,275,4,male,3,2, manufacturing director ,divorced,1,yes,15,3,1,2,7,0,3,7,7,1,7.0,49,4,6804.0
202,no,travel_frequently,research & development,10,4,medical,277,4,male,3,1, research scientist ,unknown,1,yes,17,3,4,1,5,4,4,5,3,2,0.0,34,3,3815.0
203,no,non-travel,research & development,19,2,medical,281,3,male,3,2, laboratory technician ,married,8,yes,15,3,3,1,15,2,4,7,2,3,7.0,40,4,2741.0
204,yes,travel_rarely,research & development,29,1,medical,282,2,male,3,2, healthcare representative ,married,7,yes,19,3,2,0,17,2,3,1,0,0,0.0,38,1,6673.0
205,yes,travel_rarely,sales,27,3,marketing,283,2,female,3,3, sales executive ,married,1,no,22,4,4,3,10,3,2,10,4,1,9.0,29,4,7639.0
206,no,travel_rarely,research & development,5,3,life sciences,284,4,male,4,1, research scientist ,divorced,1,yes,16,3,1,1,4,2,2,4,2,2,2.0,22,2,2328.0
207,no,travel_frequently,research & development,18,1,medical,286,2,female,3,1, laboratory technician ,single,1,no,13,3,1,0,8,2,3,8,1,1,7.0,36,4,2153.0
208,no,non-travel,research & development,9,5,life sciences,287,4,male,2,2, healthcare representative ,married,9,no,14,3,4,1,5,5,1,3,2,0,2.0,40,4,4876.0
209,no,travel_rarely,research & development,1,4,medical,288,4,male,3,3, healthcare representative ,divorced,7,no,16,3,3,1,17,3,3,4,2,0,3.0,46,1,9396.0
210,yes,travel_rarely,sales,4,4,medical,291,4,male,1,3, sales executive ,married,1,no,11,3,3,0,14,0,2,14,8,9,8.0,32,4,10400.0
211,no,non-travel,research & development,1,1,life sciences,292,3,male,2,3, manufacturing director ,single,1,no,22,4,3,0,12,2,3,11,8,5,8.0,30,3,8474.0
212,no,travel_frequently,sales,20,3,other,293,4,female,3,2, sales executive ,single,1,no,14,3,4,0,7,2,3,7,7,0,7.0,27,3,9981.0
213,no,travel_rarely,research & development,8,4,life sciences,296,2,male,2,3, research director ,married,5,no,16,3,4,2,16,5,1,10,9,4,7.0,51,2,12490.0
214,yes,travel_rarely,research & development,3,3,technical degree,297,4,female,3,1, research scientist ,single,5,yes,11,3,3,0,8,5,3,5,2,0,3.0,30,1,2657.0
215,no,travel_rarely,sales,6,3,life sciences,298,4,female,3,3, manager ,single,3,yes,18,3,3,0,16,3,3,1,0,0,0.0,41,4,13591.0
216,yes,travel_frequently,sales,26,4,marketing,299,3,female,2,2, sales executive ,single,5,no,15,3,3,0,9,5,2,6,3,0,1.0,30,1,6696.0
217,yes,travel_rarely,research & development,1,3,technical degree,300,3,male,3,1, research scientist ,single,0,no,14,3,4,0,7,1,2,6,2,1,5.0,29,3,2058.0
218,no,non-travel,sales,6,3,medical,302,4,female,2,3, sales executive ,single,6,no,12,3,4,0,23,2,3,19,7,12,8.0,45,4,8865.0
219,no,travel_rarely,sales,3,3,marketing,303,4,female,3,2, sales executive ,married,2,no,14,3,4,1,16,4,3,6,2,0,5.0,54,1,5940.0
220,no,travel_rarely,research & development,5,2,life sciences,304,4,male,3,2, laboratory technician ,single,8,no,16,3,4,0,16,3,4,13,11,3,7.0,36,2,5914.0
221,no,travel_rarely,research & development,4,4,medical,305,3,female,2,1, research scientist ,married,6,no,21,4,4,0,7,0,3,3,2,1,1.0,33,2,2622.0
222,no,travel_frequently,unknown,11,3,other,306,2,male,3,3, research director ,divorced,1,yes,14,3,3,3,10,1,3,10,8,0,7.0,37,4,12185.0
223,no,non-travel,sales,3,3,life sciences,307,1,male,3,3, sales executive ,unknown,0,no,12,3,3,2,17,6,2,16,10,5,13.0,38,3,10609.0
224,no,non-travel,research & development,1,4,medical,308,3,male,1,2, manufacturing director ,married,0,no,12,3,4,1,6,2,3,5,4,1,4.0,36,3,4345.0
225,no,travel_rarely,research & development,3,3,life sciences,309,3,male,2,1, research scientist ,married,3,no,17,3,1,1,7,6,3,1,0,0,0.0,59,4,2177.0
226,no,travel_frequently,sales,4,4,marketing,311,1,male,3,1, sales representative ,divorced,4,no,17,3,3,1,13,2,3,9,8,5,8.0,37,4,2793.0
227,no,travel_frequently,sales,1,1,medical,312,2,female,3,3, sales executive ,married,1,no,14,3,4,1,11,5,3,11,10,4,1.0,29,4,7918.0
228,no,travel_frequently,sales,1,3,marketing,314,3,female,3,3, sales executive ,single,1,no,14,3,1,0,10,3,4,10,7,0,8.0,35,3,9800.0
229,yes,non-travel,research & development,18,1,medical,315,3,male,2,1, research scientist ,single,1,yes,13,3,3,0,4,3,2,4,3,0,1.0,29,4,2389.0
230,no,travel_rarely,research & development,2,3,life sciences,316,3,female,2,1, laboratory technician ,single,7,no,15,3,2,0,6,3,2,2,2,2,2.0,52,4,3212.0
231,no,non-travel,research & development,4,2,technical degree,319,3,male,3,5, manager ,married,1,no,11,3,4,0,22,3,3,22,17,11,3.0,42,4,19232.0
232,no,travel_rarely,human resources,6,2,medical,321,2,male,3,1, human resources ,married,8,no,17,3,4,0,7,2,2,2,2,2,2.0,59,3,2267.0
233,no,travel_rarely,sales,1,4,medical,323,4,female,3,5, manager ,divorced,3,no,11,3,3,1,32,3,2,7,0,0,6.0,50,4,19517.0
234,yes,travel_rarely,research & development,14,3,medical,325,3,male,3,1, laboratory technician ,married,5,yes,13,3,3,1,8,2,1,5,4,0,4.0,33,4,2436.0
235,no,travel_rarely,sales,16,3,marketing,327,4,female,3,4, manager ,married,5,yes,22,4,3,1,22,3,3,17,13,1,9.0,43,4,16064.0
236,yes,travel_rarely,research & development,2,2,life sciences,328,1,female,3,1, laboratory technician ,married,7,no,20,4,1,0,13,3,4,9,7,1,7.0,33,1,2707.0
237,no,non-travel,sales,2,4,life sciences,329,1,male,2,5, manager ,single,1,yes,18,3,4,0,33,2,4,33,7,15,3.0,47,3,19068.0
238,no,travel_rarely,sales,4,2,life sciences,330,3,female,3,1, sales representative ,married,2,no,11,3,1,1,6,5,3,4,3,1,2.0,32,2,3931.0
239,yes,travel_rarely,research & development,1,3,other,331,4,male,2,1, laboratory technician ,unknown,0,yes,14,3,4,0,4,2,1,3,2,1,2.0,32,3,3730.0
240,no,travel_rarely,research & development,1,4,medical,332,3,female,3,1, laboratory technician ,unknown,7,no,14,3,3,3,7,1,3,3,2,1,2.0,39,3,2232.0
241,no,non-travel,sales,26,4,marketing,333,3,male,3,2, sales executive ,married,0,no,18,3,1,0,4,2,3,3,2,2,2.0,32,4,4465.0
242,no,travel_rarely,research & development,19,2,life sciences,334,3,male,3,2, research scientist ,divorced,2,no,16,3,1,2,17,2,2,1,0,0,0.0,41,1,3072.0
243,no,travel_rarely,research & development,24,2,technical degree,335,1,male,3,2, research scientist ,divorced,1,no,17,3,1,2,9,3,3,9,8,4,7.0,40,4,3319.0
244,no,travel_rarely,research & development,1,3,other,336,3,male,4,5, manager ,married,0,no,11,3,3,1,25,2,3,24,0,1,7.0,45,4,19202.0
245,no,travel_frequently,research & development,3,4,medical,337,2,male,3,3, research director ,unknown,9,no,12,3,1,1,9,3,3,2,2,2,2.0,31,3,13675.0
246,no,travel_rarely,research & development,5,4,life sciences,338,3,female,2,1, research scientist ,married,1,no,13,3,3,1,2,2,2,2,2,0,2.0,33,4,2911.0
247,no,travel_rarely,research & development,2,4,life sciences,339,4,male,2,2, manufacturing director ,married,6,no,13,3,2,1,13,0,3,11,9,5,9.0,34,1,5957.0
248,no,travel_rarely,research & development,1,2,medical,340,3,female,2,1, research scientist ,married,2,no,14,3,1,1,17,2,2,3,1,0,2.0,37,1,3920.0
249,no,travel_frequently,research & development,7,4,life sciences,341,1,male,4,2, manufacturing director ,unknown,4,no,17,3,4,1,9,1,3,3,2,0,2.0,45,3,6434.0
250,yes,non-travel,research & development,10,3,medical,342,1,male,3,3, manufacturing director ,divorced,6,no,11,3,2,2,17,5,3,1,0,0,0.0,37,3,10048.0
251,no,travel_frequently,research & development,2,4,technical degree,343,3,female,3,3, healthcare representative ,single,0,no,25,4,4,0,20,1,3,19,6,11,8.0,39,3,10938.0
252,no,travel_rarely,research & development,15,3,life sciences,346,3,male,3,1, research scientist ,single,1,no,19,3,1,0,6,1,3,6,5,1,5.0,29,4,2340.0
253,no,travel_rarely,research & development,17,2,life sciences,347,4,female,4,2, research scientist ,single,3,yes,13,3,3,0,10,1,3,3,2,0,2.0,42,1,6545.0
254,no,non-travel,sales,20,2,marketing,349,4,male,3,2, sales executive ,divorced,2,no,14,3,4,1,10,2,3,3,2,0,2.0,29,4,6931.0
255,no,travel_rarely,research & development,1,3,life sciences,350,1,female,3,2, manufacturing director ,married,0,no,12,3,4,2,5,3,3,4,2,1,2.0,25,3,4898.0
256,no,non-travel,research & development,2,3,medical,351,4,female,2,1, laboratory technician ,divorced,0,yes,11,3,3,1,10,4,3,9,6,7,8.0,42,1,2593.0
257,no,travel_rarely,research & development,2,2,medical,352,1,male,3,5, research director ,divorced,0,no,19,3,4,1,22,5,3,21,7,3,3.0,40,3,19436.0
258,no,travel_rarely,research & development,1,3,life sciences,353,3,male,3,1, research scientist ,married,1,no,11,3,2,0,1,0,2,1,0,0,0.0,51,4,2723.0
259,yes,travel_frequently,research & development,29,2,medical,355,3,male,2,1, laboratory technician ,single,0,no,11,3,2,0,6,2,4,5,4,1,4.0,37,2,3479.0
260,no,travel_frequently,unknown,7,3,life sciences,359,2,male,4,1, laboratory technician ,married,1,no,20,4,3,0,5,3,1,5,1,0,3.0,32,2,2794.0
261,no,non-travel,sales,2,2,life sciences,361,4,male,2,2, sales executive ,married,3,no,18,3,4,1,13,0,3,8,7,7,5.0,38,4,5249.0
262,no,travel_rarely,research & development,2,1,other,362,4,male,2,2, laboratory technician ,single,4,no,13,3,4,0,9,5,3,6,2,0,4.0,32,1,2176.0
263,no,travel_rarely,sales,2,3,technical degree,363,3,female,1,4, manager ,married,3,yes,12,3,2,1,28,2,2,7,7,7,7.0,46,2,16872.0
264,yes,travel_rarely,research & development,2,4,life sciences,364,1,male,3,1, laboratory technician ,single,2,no,11,3,3,0,5,5,1,0,0,0,0.0,28,3,3485.0
265,no,travel_rarely,sales,2,3,medical,366,1,male,2,2, sales executive ,married,2,no,19,3,2,2,10,2,3,0,0,0,0.0,29,2,6644.0
266,no,travel_rarely,research & development,23,3,medical,367,2,male,2,2, healthcare representative ,married,0,no,21,4,2,1,10,2,3,9,0,7,8.0,31,4,5582.0
267,no,non-travel,research & development,5,2,life sciences,369,2,male,4,2, healthcare representative ,divorced,1,no,12,3,4,2,6,2,3,6,3,1,5.0,25,1,4000.0
268,no,travel_rarely,research & development,20,2,medical,372,3,male,3,4, healthcare representative ,married,0,yes,14,3,2,0,21,2,3,20,7,4,10.0,45,4,13496.0
269,no,travel_rarely,research & development,6,3,life sciences,373,4,male,3,1, laboratory technician ,married,0,no,11,3,3,1,16,4,3,15,13,10,11.0,36,4,3210.0
270,no,travel_rarely,research & development,1,3,medical,374,4,male,3,5, manager ,single,0,yes,14,3,3,0,37,2,3,36,10,4,13.0,55,1,19045.0
271,yes,non-travel,research & development,29,4,life sciences,376,1,male,3,3, manager ,married,1,yes,12,3,4,1,10,2,2,10,7,9,9.0,47,2,11849.0
272,no,travel_rarely,research & development,9,3,medical,377,4,male,3,1, research scientist ,married,1,no,23,4,4,1,5,3,2,5,2,0,4.0,28,4,2070.0
273,no,travel_rarely,sales,6,4,medical,378,3,male,3,2, sales executive ,married,4,no,14,3,2,1,7,0,4,5,4,0,1.0,37,4,6502.0
274,no,non-travel,research & development,3,2,medical,379,4,male,2,1, research scientist ,single,1,no,17,3,1,0,3,4,4,3,2,1,0.0,21,3,3230.0
275,no,non-travel,research & development,1,4,medical,380,1,female,3,3, research director ,divorced,2,yes,18,3,1,2,15,2,3,5,2,0,2.0,37,4,13603.0
276,no,travel_rarely,research & development,22,3,life sciences,381,2,female,4,3, manager ,divorced,7,no,18,3,2,1,10,6,2,7,7,6,2.0,35,2,11996.0
277,no,travel_rarely,sales,7,2,medical,382,1,female,4,2, sales executive ,divorced,1,yes,24,4,3,1,8,3,3,8,0,7,7.0,38,1,5605.0
278,no,travel_frequently,research & development,1,3,life sciences,384,3,female,3,2, manufacturing director ,divorced,1,no,20,4,1,1,6,6,1,6,5,1,4.0,40,2,6397.0
279,no,travel_rarely,research & development,4,1,life sciences,385,1,male,3,5, research director ,divorced,3,no,14,3,1,2,28,4,2,10,4,1,6.0,50,2,19144.0
280,no,travel_rarely,research & development,3,4,medical,386,3,male,3,4, research director ,unknown,3,yes,16,3,4,3,21,5,2,5,3,1,3.0,53,3,17584.0
281,no,travel_rarely,sales,1,1,life sciences,387,2,male,3,2, sales executive ,married,1,no,25,4,3,0,20,3,3,20,16,11,6.0,42,3,4907.0
282,no,travel_frequently,sales,2,2,life sciences,388,2,male,3,2, sales executive ,unknown,1,no,18,3,1,0,10,3,2,10,7,0,9.0,35,4,4554.0
283,no,travel_rarely,research & development,20,2,technical degree,389,2,male,3,2, laboratory technician ,married,3,yes,19,3,4,1,12,4,3,10,7,0,8.0,39,4,5415.0
284,no,travel_frequently,research & development,11,2,medical,390,1,male,3,2, healthcare representative ,married,1,yes,13,3,3,1,5,3,3,5,3,3,3.0,26,1,4741.0
285,no,travel_rarely,research & development,1,3,life sciences,391,4,female,3,1, research scientist ,single,1,no,12,3,2,0,17,3,3,17,12,5,7.0,37,4,2115.0
286,yes,travel_frequently,unknown,24,3,life sciences,392,4,male,3,1, laboratory technician ,divorced,3,yes,22,4,4,1,19,0,1,1,0,0,0.0,44,3,3161.0
287,no,travel_rarely,research & development,23,4,life sciences,393,4,male,3,2, healthcare representative ,divorced,9,no,14,3,2,1,10,2,3,2,2,1,2.0,38,4,5745.0
288,yes,travel_rarely,research & development,16,4,medical,394,1,male,3,1, laboratory technician ,divorced,2,yes,13,3,4,1,5,2,3,3,2,0,2.0,26,2,2373.0
289,no,non-travel,research & development,8,2,life sciences,395,4,female,3,1, research scientist ,single,1,no,21,4,4,0,5,3,3,5,3,0,2.0,28,4,3310.0
290,no,travel_frequently,research & development,10,4,life sciences,396,3,female,3,5, research director ,single,9,yes,11,3,4,0,22,4,3,3,2,1,2.0,49,1,18665.0
291,no,travel_rarely,research & development,3,3,technical degree,397,3,male,3,2, research scientist ,single,4,no,12,3,4,0,10,2,3,8,0,7,7.0,36,2,4485.0
292,no,travel_frequently,sales,5,3,marketing,399,4,female,3,1, sales representative ,divorced,1,no,11,3,3,1,2,5,2,2,2,2,2.0,31,2,2789.0
293,yes,travel_rarely,sales,4,4,marketing,401,4,male,2,2, sales executive ,single,1,yes,12,3,2,0,8,0,3,8,7,7,4.0,26,4,5828.0
294,no,travel_frequently,research & development,9,3,medical,403,2,male,3,1, research scientist ,married,1,yes,12,3,3,3,4,3,2,4,2,1,2.0,37,4,2621.0
295,no,travel_frequently,sales,26,3,marketing,404,3,female,3,4, sales executive ,married,5,no,14,3,4,1,23,2,4,20,4,4,8.0,42,2,13525.0
296,yes,travel_rarely,research & development,3,3,life sciences,405,3,male,3,1, laboratory technician ,single,1,no,13,3,3,0,0,2,3,0,0,0,0.0,18,3,1420.0
297,no,travel_rarely,sales,16,3,marketing,406,3,male,3,3, sales executive ,married,0,no,15,3,3,2,12,3,2,11,9,6,9.0,35,2,8020.0
298,no,travel_frequently,research & development,18,4,life sciences,407,3,male,4,1, laboratory technician ,married,4,no,18,3,4,2,4,2,3,1,0,0,0.0,36,4,3688.0
299,no,travel_rarely,research & development,2,3,medical,408,4,male,1,2, manufacturing director ,divorced,5,no,18,3,4,1,13,3,3,4,1,1,2.0,51,2,5482.0
300,no,travel_rarely,sales,2,4,life sciences,410,4,male,3,4, manager ,single,1,no,19,3,2,0,22,2,3,22,10,0,4.0,41,2,16015.0
301,no,travel_rarely,sales,10,3,medical,411,4,female,2,1, sales representative ,single,1,no,12,3,1,0,0,2,3,0,0,0,0.0,18,3,1200.0
302,no,travel_rarely,research & development,16,2,medical,412,2,male,4,2, healthcare representative ,single,0,no,19,3,3,0,9,2,3,8,3,0,7.0,28,1,5661.0
303,no,travel_rarely,sales,7,3,technical degree,416,2,male,4,2, sales executive ,married,4,no,11,3,2,1,10,3,2,8,7,7,7.0,31,4,6929.0
304,no,travel_rarely,research & development,1,3,medical,417,3,male,4,3, healthcare representative ,divorced,0,no,17,3,1,3,19,5,2,18,10,3,7.0,39,4,9613.0
305,no,non-travel,research & development,24,4,life sciences,419,2,female,3,2, laboratory technician ,unknown,7,no,15,3,3,1,11,3,3,9,8,0,8.0,36,2,5674.0
306,no,travel_rarely,sales,7,3,life sciences,420,4,male,2,2, sales executive ,married,1,no,14,3,3,1,13,3,2,13,8,4,8.0,32,3,5484.0
307,no,travel_rarely,research & development,25,2,life sciences,421,1,female,2,3, research director ,married,3,no,17,3,3,1,19,0,3,10,8,0,1.0,38,2,12061.0
308,no,non-travel,research & development,1,4,life sciences,422,4,male,1,2, healthcare representative ,divorced,2,yes,13,3,4,1,12,2,3,5,3,1,2.0,58,3,5660.0
309,no,travel_rarely,research & development,5,4,technical degree,423,3,male,3,1, research scientist ,married,0,yes,12,3,3,1,6,4,3,5,2,0,3.0,31,4,4821.0
310,no,travel_rarely,human resources,2,3,human resources,424,1,male,2,2, human resources ,married,3,no,12,3,4,0,9,1,3,2,2,1,0.0,31,1,6410.0
311,no,travel_frequently,research & development,7,3,life sciences,425,1,male,3,3, laboratory technician ,divorced,1,no,18,3,1,1,24,2,3,24,9,9,11.0,45,1,5210.0
